id,email,prefix,first_name,last_name,specialization,description,profile_picture,documents,status,license_number,phone,reviewed_by,review_notes,approved_provider_id,created_at,updated_at
7b811dba-3e66-4af7-bb55-8bfdc5ec9e25,morgan.moore@newprovider.com,Dr.,Morgan,Moore,Dermatology,Seeking to join as a Pediatrics specialist,https://example.com/applications/8fc376ca-a6cc-4cca-9681-ce1124e068b8.jpg,"[""license_1074.pdf"", ""cv_7935.pdf""]",inactive,LIC494577,(675) 821-6166,admin_001,,3308d456-a2c1-43e6-b3bc-dd5b1934787a,2025-03-09T19:49:37.222196,2025-07-30T21:25:37.222202
f403ec80-8f97-4a75-891b-3ad9ca586d3e,jordan.wilson@newprovider.com,NP,Jordan,Wilson,Radiology,Seeking to join as a Dermatology specialist,https://example.com/applications/49510087-043f-4692-8958-6be2304dba28.jpg,"[""license_8928.pdf"", ""cv_8539.pdf""]",inactive,LIC709621,(317) 604-9810,,Under review,,2025-08-14T23:39:37.222269,2025-07-28T05:07:37.222288
ac9165d6-dcbc-460a-9e9d-4f54a5d7fb86,casey.harris@newprovider.com,Dr.,Casey,Harris,Radiology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/7faa8964-c6ab-46fa-a316-4fa1e99c3ec7.jpg,"[""license_7759.pdf"", ""cv_5622.pdf""]",pending_approval,LIC337319,(431) 333-3099,admin_001,Under review,eab577ad-57f3-40c6-8fa5-ea714ff7bbd0,2025-03-22T05:00:37.222362,2025-07-24T12:58:37.222374
c75de2d3-47ab-4dd7-b758-f20f074651f1,morgan.jackson@newprovider.com,MD,Morgan,Jackson,Endocrinology,Seeking to join as a Hematology specialist,https://example.com/applications/33a88f95-e4b9-45ab-b5bd-5055fbe71cd7.jpg,"[""license_1713.pdf"", ""cv_4862.pdf""]",active,LIC655307,(689) 401-1217,,Approved,,2025-05-11T03:23:37.222431,2025-08-14T12:48:37.222442
9be4341a-db9c-42a6-b276-bcf30f23847d,jordan.jackson@newprovider.com,MD,Jordan,Jackson,Hematology,Seeking to join as a Cardiology specialist,https://example.com/applications/2615f015-c739-4c06-9535-d5a44243f52b.jpg,"[""license_6201.pdf"", ""cv_9574.pdf""]",suspended,LIC684214,(865) 118-1593,admin_002,Needs additional documentation,,2025-05-03T21:42:37.222494,2025-08-13T08:05:37.222507
f4099a64-bfa7-44ea-9558-e9d058e29249,riley.jackson@newprovider.com,DO,Riley,Jackson,Radiology,Seeking to join as a Geriatrics specialist,https://example.com/applications/f5e4b63a-aa89-42b7-bcd0-141967005515.jpg,"[""license_7278.pdf"", ""cv_4831.pdf""]",inactive,LIC237681,(787) 231-5333,,Approved,,2025-07-11T23:33:37.222565,2025-07-19T09:21:37.222577
db2f31d6-64be-4871-aa2d-d3be653457a0,casey.jackson@newprovider.com,MD,Casey,Jackson,Orthopedics,Seeking to join as a Psychiatry specialist,https://example.com/applications/52a8bdf5-0dfe-4df1-b629-8e7c97f7b418.jpg,"[""license_2618.pdf"", ""cv_4334.pdf""]",active,LIC249265,(631) 155-7638,admin_001,Approved,,2025-07-11T08:19:37.222639,2025-08-09T20:53:37.222651
d8358d40-83a1-4815-a9af-48e2eb35f8eb,casey.white@newprovider.com,NP,Casey,White,Geriatrics,Seeking to join as a Dermatology specialist,https://example.com/applications/dc0d38a4-2b32-4917-afd5-7c648cd5e14b.jpg,"[""license_1161.pdf"", ""cv_7579.pdf""]",pending_approval,LIC582201,(599) 252-3363,,Approved,,2025-03-19T04:10:37.222712,2025-08-01T03:37:37.222725
bb3a61a9-df3a-466b-bdf8-9233ee45418f,taylor.clark@newprovider.com,NP,Taylor,Clark,Endocrinology,Seeking to join as a Oncology specialist,https://example.com/applications/0588f7c1-a7c5-4945-90f9-d80b2138a7c1.jpg,"[""license_4749.pdf"", ""cv_4798.pdf""]",pending_approval,LIC509690,(732) 172-2672,,Approved,c143ae74-df24-4172-89a3-33737ae662e3,2025-07-30T18:34:37.222794,2025-07-26T08:12:37.222806
ba1dff46-71f4-4f71-8993-0ec6ac5fb128,riley.jackson@newprovider.com,MD,Riley,Jackson,Pediatrics,Seeking to join as a Psychiatry specialist,https://example.com/applications/f74470b9-c563-4048-b8e6-a3cfea3d417b.jpg,"[""license_7075.pdf"", ""cv_8574.pdf""]",active,LIC802503,(314) 735-3461,,Needs additional documentation,,2025-07-16T19:03:37.222868,2025-08-02T00:43:37.222878
5dce0106-66f3-45b3-964d-7cb341bee0ee,taylor.harris@newprovider.com,Dr.,Taylor,Harris,Orthopedics,Seeking to join as a Gastroenterology specialist,https://example.com/applications/20183705-4f81-46ee-9899-d42bfdb26275.jpg,"[""license_6190.pdf"", ""cv_3338.pdf""]",suspended,LIC794071,(784) 800-5387,admin_002,Needs additional documentation,0c83fa52-f43f-4ebc-9958-5824fc42053c,2025-08-07T09:59:37.222932,2025-08-13T21:47:37.222943
fd666c36-05e9-4797-ae94-7978b0ddf311,morgan.white@newprovider.com,Dr.,Morgan,White,Oncology,Seeking to join as a General Practice specialist,https://example.com/applications/63942baa-c0ed-40bc-ab2a-3503a421e41e.jpg,"[""license_8957.pdf"", ""cv_5814.pdf""]",pending_approval,LIC721979,(414) 803-5992,,Approved,,2025-06-26T10:36:37.222995,2025-08-16T05:10:37.223005
564c07bc-bcd8-48f3-9d45-9bb5d7dc3625,jordan.jackson@newprovider.com,PA,Jordan,Jackson,Pulmonology,Seeking to join as a Urology specialist,https://example.com/applications/058925e2-eca5-4966-a56c-58596b74675d.jpg,"[""license_1757.pdf"", ""cv_3796.pdf""]",pending_approval,LIC608184,(418) 229-6464,admin_002,,,2025-07-25T13:51:37.223054,2025-07-19T00:47:37.223065
a31c4799-1b91-43b6-8ea4-5b37166e697a,avery.moore@newprovider.com,DO,Avery,Moore,Hematology,Seeking to join as a Cardiology specialist,https://example.com/applications/d15aee03-17cc-4568-b527-c6e4d84f21d7.jpg,"[""license_6897.pdf"", ""cv_1523.pdf""]",inactive,LIC543165,(683) 933-7748,admin_001,Approved,559a495f-4336-47c1-ae8d-6ffe380e4fff,2025-07-23T11:23:37.223108,2025-07-24T16:57:37.223116
38941b6e-2bf6-41b0-820c-0a757d14c1ec,quinn.white@newprovider.com,Dr.,Quinn,White,Hematology,Seeking to join as a Geriatrics specialist,https://example.com/applications/5800d867-47ea-4894-9a43-ad81c1016efd.jpg,"[""license_6863.pdf"", ""cv_6688.pdf""]",inactive,LIC203165,(658) 836-1538,admin_001,Approved,c7e0635d-6a99-4ec8-9792-b51b21f5b986,2025-07-31T09:44:37.223159,2025-07-20T23:48:37.223169
58fa99df-e908-4180-ad7d-cbc104fbb6a6,alex.anderson@newprovider.com,DO,Alex,Anderson,Pulmonology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/39eadaf3-cea4-461e-81bc-83bb41e8060b.jpg,"[""license_2642.pdf"", ""cv_9254.pdf""]",inactive,LIC466762,(751) 627-8410,,,846f104e-4af1-4d74-b66d-d843ed50f643,2025-04-26T09:47:37.223218,2025-08-15T03:33:37.223225
286978fc-5ce7-4b55-ab22-75d3ed6a8bf7,alex.anderson@newprovider.com,Dr.,Alex,Anderson,Dermatology,Seeking to join as a Pulmonology specialist,https://example.com/applications/69cc8dbf-25b0-43aa-b51b-94953e7b3444.jpg,"[""license_7074.pdf"", ""cv_3477.pdf""]",suspended,LIC522877,(164) 620-1482,,Under review,,2025-03-02T17:41:37.223254,2025-07-21T09:38:37.223260
5e84277f-8a6e-4158-b626-e083458fdd51,jordan.jackson@newprovider.com,Dr.,Jordan,Jackson,Pulmonology,Seeking to join as a Oncology specialist,https://example.com/applications/4c619e21-d97a-47f1-9736-2270651325fb.jpg,"[""license_6601.pdf"", ""cv_9131.pdf""]",inactive,LIC267297,(430) 929-8708,,Under review,,2025-05-13T17:09:37.223291,2025-08-11T11:31:37.223297
c11515c5-5d74-41eb-9500-dd5276397970,avery.jackson@newprovider.com,DO,Avery,Jackson,Radiology,Seeking to join as a Endocrinology specialist,https://example.com/applications/e353dcd7-c4a1-4a67-93c6-79323b93e25e.jpg,"[""license_4775.pdf"", ""cv_1304.pdf""]",suspended,LIC852163,(519) 810-5625,,Approved,f971e08a-fc30-44bd-9de7-d9137c2cddc7,2025-07-18T13:07:37.223330,2025-08-01T17:41:37.223336
6f4d03f3-d0c2-4f62-a3fb-92eca6294088,avery.clark@newprovider.com,MD,Avery,Clark,Hematology,Seeking to join as a Pediatrics specialist,https://example.com/applications/2b170198-c23a-4d8b-95bb-3772a65cfde1.jpg,"[""license_7267.pdf"", ""cv_2547.pdf""]",active,LIC454349,(750) 227-3201,admin_002,Under review,,2025-05-04T04:54:37.223380,2025-07-26T16:06:37.223389
a476d6f1-7261-4194-8156-e3a341ab6fb2,quinn.anderson@newprovider.com,PA,Quinn,Anderson,Pulmonology,Seeking to join as a Neurology specialist,https://example.com/applications/35000281-38af-46fe-986f-069d574b4290.jpg,"[""license_9056.pdf"", ""cv_4960.pdf""]",pending_approval,LIC896981,(578) 503-7635,admin_002,Under review,,2025-07-04T18:31:37.223431,2025-07-31T13:15:37.223438
823410c8-e7b7-48ed-801f-4bba53671873,taylor.moore@newprovider.com,MD,Taylor,Moore,Pulmonology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/cb95e24f-0a73-41a0-9bdd-79905deb73ab.jpg,"[""license_8022.pdf"", ""cv_5550.pdf""]",inactive,LIC679893,(839) 880-1388,admin_001,Approved,7621cfde-291a-485e-a3ec-317767d30216,2025-05-28T13:07:37.223469,2025-08-16T22:40:37.223476
72aa6142-8f5a-4d08-85a6-fb64a265f2be,casey.harris@newprovider.com,MD,Casey,Harris,Hematology,Seeking to join as a General Practice specialist,https://example.com/applications/bcc6ccdd-8b6b-4c24-9e51-71ec1640b12d.jpg,"[""license_2322.pdf"", ""cv_1944.pdf""]",active,LIC401706,(126) 382-5597,admin_002,,,2025-05-27T11:58:37.223508,2025-07-21T12:03:37.223515
bd11ae1d-ce35-442e-b6de-99f94793098f,avery.jackson@newprovider.com,Dr.,Avery,Jackson,Geriatrics,Seeking to join as a Pulmonology specialist,https://example.com/applications/13271a3b-7836-4290-9d2d-9d66693a90ab.jpg,"[""license_4033.pdf"", ""cv_8068.pdf""]",inactive,LIC504370,(955) 500-1015,,,,2025-08-11T10:28:37.223596,2025-08-01T19:11:37.223616
7bfac851-7bb7-4fa3-ba22-70d4b70f1632,alex.jackson@newprovider.com,MD,Alex,Jackson,Endocrinology,Seeking to join as a Dermatology specialist,https://example.com/applications/37fd6c99-5458-4d30-9fad-b2baa53d7dcf.jpg,"[""license_7095.pdf"", ""cv_3086.pdf""]",suspended,LIC687327,(781) 568-1429,admin_001,,,2025-06-06T16:28:37.223658,2025-08-14T17:15:37.223664
459d8955-7028-4f9b-aa98-eb7822a0a191,taylor.thompson@newprovider.com,NP,Taylor,Thompson,Cardiology,Seeking to join as a Endocrinology specialist,https://example.com/applications/9e47fd7f-a727-4132-bf1e-97b1a199385b.jpg,"[""license_3110.pdf"", ""cv_6379.pdf""]",active,LIC405750,(529) 726-5814,admin_002,Needs additional documentation,3423da8d-5906-434a-ad30-f4973135a268,2025-04-20T21:59:37.223691,2025-08-11T07:10:37.223696
f60494f5-306d-416d-ab9b-789c008e6107,jordan.white@newprovider.com,MD,Jordan,White,Radiology,Seeking to join as a Rheumatology specialist,https://example.com/applications/f89eef80-a1f1-4496-9d91-e28fc516234e.jpg,"[""license_3402.pdf"", ""cv_9289.pdf""]",suspended,LIC278316,(963) 175-2660,admin_001,Under review,,2025-06-28T01:43:37.223723,2025-08-03T04:31:37.223729
cac481ba-f836-490d-b549-17601da62bf6,jordan.wilson@newprovider.com,MD,Jordan,Wilson,Neurology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/d13be12f-956a-42c5-a9ce-29094848f7d3.jpg,"[""license_3121.pdf"", ""cv_6831.pdf""]",active,LIC449047,(908) 431-7150,admin_002,Needs additional documentation,36f70966-6024-4b5a-9fa7-e4332b655d62,2025-06-02T02:56:37.223763,2025-07-28T11:04:37.223769
b6048e72-bfa6-4956-9f1d-b4c2b35ca0cd,jordan.clark@newprovider.com,MD,Jordan,Clark,Geriatrics,Seeking to join as a Dermatology specialist,https://example.com/applications/2474495d-1b95-4826-b504-3ed51ed9da29.jpg,"[""license_4996.pdf"", ""cv_7026.pdf""]",suspended,LIC391811,(381) 993-3725,admin_002,Needs additional documentation,,2025-03-21T04:50:37.223799,2025-08-01T07:20:37.223815
2ed113b6-5f36-4e68-94a1-3c70ee608731,casey.thompson@newprovider.com,DO,Casey,Thompson,Gastroenterology,Seeking to join as a Cardiology specialist,https://example.com/applications/a715f266-fdb5-4691-8afc-267b3e7ec188.jpg,"[""license_2207.pdf"", ""cv_5327.pdf""]",active,LIC458861,(148) 119-9892,admin_002,Approved,,2025-03-28T10:00:37.223902,2025-08-05T13:56:37.223921
a2c88adb-cb35-4dfc-9c88-e3fec965962c,riley.moore@newprovider.com,PA,Riley,Moore,Dermatology,Seeking to join as a Neurology specialist,https://example.com/applications/0d67b94d-e86a-4cda-8ef3-25a0012c266b.jpg,"[""license_1757.pdf"", ""cv_9249.pdf""]",suspended,LIC340054,(294) 537-4756,,Needs additional documentation,f1ffdfc3-1ebc-48c9-9b38-ac08007c44af,2025-04-02T16:45:37.224005,2025-08-04T00:38:37.224017
74d09d8a-10da-4587-b4ee-89596d3aabaf,riley.white@newprovider.com,DO,Riley,White,Cardiology,Seeking to join as a Gastroenterology specialist,https://example.com/applications/be289b00-1b89-420b-9e4f-507ca73c3c6c.jpg,"[""license_5573.pdf"", ""cv_7165.pdf""]",suspended,LIC798936,(313) 342-3080,,Under review,,2025-06-23T20:58:37.224064,2025-07-29T22:55:37.224072
7884bafa-7663-4122-ba62-b7411cca44cb,quinn.anderson@newprovider.com,DO,Quinn,Anderson,Dermatology,Seeking to join as a Pediatrics specialist,https://example.com/applications/0decca72-930e-4bcd-9761-1e458636f0b7.jpg,"[""license_9756.pdf"", ""cv_5012.pdf""]",suspended,LIC544526,(456) 495-9065,,,,2025-07-22T12:24:37.224101,2025-07-28T12:44:37.224107
e4673237-d603-4234-8541-a39428857cd6,riley.thompson@newprovider.com,PA,Riley,Thompson,Orthopedics,Seeking to join as a Rheumatology specialist,https://example.com/applications/6fba6aad-7ce3-47f3-8f7e-930af19b8ecf.jpg,"[""license_4821.pdf"", ""cv_2840.pdf""]",suspended,LIC498305,(603) 129-2080,,Under review,,2025-07-12T04:13:37.224132,2025-07-26T06:44:37.224140
a0c5176e-36d7-4c97-8178-559c42204242,casey.jackson@newprovider.com,NP,Casey,Jackson,Hematology,Seeking to join as a Radiology specialist,https://example.com/applications/c483b659-1e6e-4617-afee-28f770550db9.jpg,"[""license_4850.pdf"", ""cv_3550.pdf""]",active,LIC834260,(172) 383-7087,admin_001,Approved,,2025-05-03T19:49:37.224171,2025-07-18T02:11:37.224176
6a95052c-bab9-44fa-b299-0d29f1bce8bd,riley.clark@newprovider.com,DO,Riley,Clark,Radiology,Seeking to join as a Geriatrics specialist,https://example.com/applications/c55f09e5-26e4-460e-ae52-84cfd5967e9f.jpg,"[""license_5141.pdf"", ""cv_3817.pdf""]",inactive,LIC396856,(984) 131-1431,admin_001,Under review,4b0160bc-94f8-406b-b815-1447630535e2,2025-07-27T03:45:37.224322,2025-07-31T21:39:37.224329
d5eb5df0-575a-4d67-8789-2efd837da650,casey.jackson@newprovider.com,NP,Casey,Jackson,Hematology,Seeking to join as a Pediatrics specialist,https://example.com/applications/c8a293ca-36a7-4763-bf4f-0e7b53b9bf19.jpg,"[""license_9535.pdf"", ""cv_6209.pdf""]",active,LIC900584,(985) 377-9108,admin_002,Approved,,2025-07-25T21:10:37.224356,2025-07-26T03:31:37.224361
befc0c87-b73a-4f61-8253-d8a5c862da08,jordan.moore@newprovider.com,NP,Jordan,Moore,Geriatrics,Seeking to join as a Urology specialist,https://example.com/applications/7f77db62-0a0b-4307-bdfe-6a1312eaaf95.jpg,"[""license_2889.pdf"", ""cv_8793.pdf""]",pending_approval,LIC853008,(597) 386-7155,,Approved,,2025-04-28T20:29:37.224395,2025-08-01T23:18:37.224400
b87d2f2c-ed27-49f4-b6b9-4353a0d503cd,quinn.moore@newprovider.com,Dr.,Quinn,Moore,Rheumatology,Seeking to join as a Radiology specialist,https://example.com/applications/ec2bec6c-c184-4721-b638-c4ceedd30e25.jpg,"[""license_3697.pdf"", ""cv_6877.pdf""]",pending_approval,LIC170139,(790) 734-9431,admin_002,,,2025-06-16T18:45:37.224426,2025-07-19T03:46:37.224433
a2dd1276-1c9a-4916-bb0a-d95c103aa616,morgan.jackson@newprovider.com,Dr.,Morgan,Jackson,Radiology,Seeking to join as a Oncology specialist,https://example.com/applications/808b1449-d923-4e19-8185-03c6c1ac8654.jpg,"[""license_6133.pdf"", ""cv_7941.pdf""]",inactive,LIC892573,(561) 771-4556,,Needs additional documentation,,2025-04-12T02:40:37.224459,2025-08-03T10:54:37.224463
69e555c2-5653-4942-baa0-fe8e90c5f404,quinn.white@newprovider.com,DO,Quinn,White,Dermatology,Seeking to join as a Urology specialist,https://example.com/applications/f9ee5757-56e9-44e7-9821-0852d8bd5399.jpg,"[""license_3518.pdf"", ""cv_8756.pdf""]",active,LIC523731,(370) 456-6002,admin_002,Needs additional documentation,,2025-04-24T06:12:37.224489,2025-07-23T02:17:37.224493
b9bef414-405d-4174-89f5-e02c60fe23f8,alex.moore@newprovider.com,PA,Alex,Moore,General Practice,Seeking to join as a Orthopedics specialist,https://example.com/applications/0fd2feba-d86c-462c-b9c6-0adfc8a225f2.jpg,"[""license_3446.pdf"", ""cv_5666.pdf""]",suspended,LIC754419,(558) 212-6274,admin_001,Approved,c3a67eac-0152-4ccd-8c07-a9681a48a8bf,2025-06-07T18:37:37.224522,2025-08-02T10:45:37.224527
d1c9ebf2-ebd2-42ec-a63a-60a7e6b963c6,jordan.clark@newprovider.com,PA,Jordan,Clark,Urology,Seeking to join as a Orthopedics specialist,https://example.com/applications/d6de1026-cfc7-47a3-8529-a1808ac423af.jpg,"[""license_1033.pdf"", ""cv_8779.pdf""]",suspended,LIC101052,(237) 651-3463,admin_002,Under review,,2025-03-27T03:40:37.224552,2025-07-24T15:27:37.224557
33074ddd-4fbf-4991-b6eb-5f17a137aca0,jordan.anderson@newprovider.com,DO,Jordan,Anderson,Urology,Seeking to join as a Pediatrics specialist,https://example.com/applications/4ba2a961-4ffb-4bff-801f-2ab5eb2ce643.jpg,"[""license_8103.pdf"", ""cv_6910.pdf""]",suspended,LIC683951,(926) 808-3835,admin_002,Approved,e699c924-950e-45af-be61-c92921dc2603,2025-07-29T00:20:37.224588,2025-07-29T14:46:37.224593
310ca067-3fa3-473c-b617-ac3c4159cfb8,taylor.anderson@newprovider.com,Dr.,Taylor,Anderson,Hematology,Seeking to join as a Hematology specialist,https://example.com/applications/542d8889-e92b-4b64-b376-dc65fd15b7ef.jpg,"[""license_6465.pdf"", ""cv_6998.pdf""]",suspended,LIC328678,(267) 801-3705,admin_001,,bc189a73-3fe8-4a5e-916e-5b2bf8332cef,2025-02-20T17:39:37.224622,2025-07-21T21:50:37.224626
30411216-e87c-4d78-a242-3330c39ed295,taylor.jackson@newprovider.com,PA,Taylor,Jackson,Hematology,Seeking to join as a Cardiology specialist,https://example.com/applications/530e5ce4-e912-4e52-ab37-8143bff4d961.jpg,"[""license_5435.pdf"", ""cv_9747.pdf""]",pending_approval,LIC848115,(351) 374-1936,admin_001,Approved,,2025-07-12T02:28:37.224650,2025-07-29T11:38:37.224654
cccd3d24-ea51-43e1-890b-2f057bfcc459,quinn.clark@newprovider.com,DO,Quinn,Clark,Cardiology,Seeking to join as a Orthopedics specialist,https://example.com/applications/b687aca3-3868-44d4-af24-db60e7bbda19.jpg,"[""license_1663.pdf"", ""cv_3268.pdf""]",suspended,LIC786359,(902) 690-5276,admin_001,Approved,,2025-04-08T05:09:37.224678,2025-08-10T15:18:37.224682
af10f430-6577-4c0c-b4ce-9694a47b599d,avery.wilson@newprovider.com,DO,Avery,Wilson,Neurology,Seeking to join as a General Practice specialist,https://example.com/applications/fc0e4262-fb14-4f49-b051-3e37d19399b0.jpg,"[""license_2752.pdf"", ""cv_4241.pdf""]",inactive,LIC295975,(714) 630-9560,,Approved,,2025-04-15T12:02:37.224717,2025-08-01T07:57:37.224721
92cb81c0-3408-48bf-bed3-aa203689643d,taylor.white@newprovider.com,NP,Taylor,White,Oncology,Seeking to join as a Oncology specialist,https://example.com/applications/e051ddb7-5be8-4a00-8ff0-d8091d114e00.jpg,"[""license_5085.pdf"", ""cv_1706.pdf""]",pending_approval,LIC812500,(945) 474-3717,admin_001,Under review,c9964ef9-a8cb-4b6a-8495-f42ee3a0fd40,2025-08-08T14:02:37.224751,2025-07-30T09:19:37.224756
f8c5d0f5-58ae-436f-a5aa-297bc2e7e219,alex.thompson@newprovider.com,NP,Alex,Thompson,Rheumatology,Seeking to join as a Oncology specialist,https://example.com/applications/0a7428a5-e366-4b08-b993-93a4a7e971d5.jpg,"[""license_5269.pdf"", ""cv_8023.pdf""]",pending_approval,LIC580472,(519) 645-9447,admin_002,,,2025-07-31T03:21:37.224782,2025-07-26T11:36:37.224788
c94d9d9f-2c8c-4354-ab64-6a77ab62ff6f,avery.jackson@newprovider.com,DO,Avery,Jackson,Geriatrics,Seeking to join as a Gastroenterology specialist,https://example.com/applications/d54a5f02-b3ad-43a4-9863-cdfa972c1a56.jpg,"[""license_7753.pdf"", ""cv_3729.pdf""]",pending_approval,LIC801859,(761) 180-2205,admin_001,Approved,,2025-04-24T10:37:37.224836,2025-08-10T21:10:37.224841
